,is_employed,self_employed,credit_score,eviction,pets,criminal,age,score,is_good
3286,0,0,0.326,1,0,1,38,,
251,0,1,0.286,1,0,1,28,,
4072,1,0,0.172,1,0,0,23,20.0,0.0
301,1,0,0.0,0,0,0,30,,
3752,1,0,0.534,1,0,1,20,82.88127853881278,1.0
3483,1,0,0.51,1,0,1,35,79.33150684931506,1.0
4298,1,0,0.0,0,0,0,60,,
3839,1,0,0.28,1,0,1,36,20.0,0.0
426,1,0,0.654,1,0,1,22,20.0,0.0
590,1,0,0.266,1,0,1,46,20.0,0.0
3153,1,0,0.286,1,0,1,43,20.0,0.0
4044,1,0,0.49,1,0,1,44,20.0,0.0
3777,1,0,0.514,1,0,1,30,20.0,0.0
4367,1,0,0.452,1,0,1,37,20.0,0.0
10,1,0,0.578,1,0,1,25,82.90228310502283,1.0
1312,0,0,0.418,1,0,1,52,20.0,0.0
3284,0,1,0.874,1,0,1,54,80.75981735159817,1.0
3904,1,0,0.504,1,0,1,25,20.0,0.0
1854,1,1,0.802,1,0,1,29,78.86940639269406,1.0
791,1,0,0.426,1,0,1,33,55.09657431865185,0.0
2846,1,0,0.396,1,0,1,28,,
2724,1,0,0.286,1,0,1,26,20.0,0.0
3170,1,0,0.286,1,0,1,19,20.0,0.0
3223,1,0,0.398,1,0,1,25,61.76471259736772,0.0
1865,1,0,0.388,1,0,0,51,20.0,0.0
3089,1,0,0.352,1,0,1,20,20.0,0.0
342,1,0,0.434,1,0,0,23,,
4529,1,0,0.884,1,0,1,28,81.99908675799087,1.0
1031,1,0,0.456,1,0,1,20,,
2972,1,0,0.168,1,0,1,34,20.0,0.0
3711,1,0,0.9,1,0,1,53,81.78904109589041,1.0
4412,1,0,0.822,1,0,1,57,,
2003,1,0,0.62,1,0,1,19,42.521749579428025,0.0
479,1,0,0.328,1,0,1,32,20.0,0.0
4005,1,1,0.206,1,0,1,28,20.0,0.0
3651,1,0,0.402,1,0,1,62,77.94520547945206,1.0
1809,1,0,0.794,1,0,1,28,78.89041095890411,1.0
2108,0,0,0.564,1,0,1,32,20.0,0.0
2510,1,0,0.256,1,0,1,27,20.0,0.0
2578,1,0,0.656,1,0,1,22,84.35159817351598,1.0
692,1,0,0.656,1,0,1,26,20.0,0.0
888,0,0,0.378,1,0,1,39,20.0,0.0
3296,1,0,0.376,1,0,0,29,,
2953,0,0,0.37,1,0,1,31,20.0,0.0
2976,1,0,0.334,1,0,1,34,78.13424657534246,1.0
3146,1,0,0.0,0,0,0,26,,
1114,1,1,0.248,1,0,1,32,,
549,1,0,0.564,1,0,1,22,,
2216,1,0,0.662,1,0,1,21,85.12876712328767,1.0
4007,1,0,0.564,1,0,1,27,83.9945205479452,1.0
2214,1,0,0.454,1,0,1,64,,
3192,1,0,0.654,1,0,1,22,,
2696,1,0,0.326,1,0,1,27,20.0,0.0
3675,1,0,0.0,0,0,0,39,,
4319,1,0,0.0,0,0,0,59,,
1737,1,1,0.286,1,0,1,57,20.0,0.0
1184,1,0,0.272,1,0,1,23,20.0,0.0
200,1,0,0.286,1,0,1,30,,
4015,1,0,0.556,1,0,1,23,,
1198,1,0,0.684,1,0,1,50,,
2580,1,0,0.266,1,0,1,28,20.0,0.0
3234,0,1,0.55,1,0,1,32,20.0,0.0
4360,0,0,0.346,1,0,1,50,20.0,0.0
1210,1,0,0.538,1,0,1,29,,
1199,1,0,0.594,1,0,1,24,84.93972602739726,1.0
1159,1,1,0.246,1,0,1,30,20.0,0.0
4034,1,0,0.632,1,0,1,25,,
2640,1,0,0.6,1,0,1,32,20.0,0.0
2346,1,0,0.498,1,0,1,37,49.5357465635129,0.0
2691,1,0,0.358,1,0,1,36,20.0,0.0
11,1,0,0.602,1,0,1,52,,
1311,1,0,0.448,1,0,1,20,20.0,0.0
1762,1,0,0.738,1,0,1,37,82.37716894977169,1.0
953,1,0,0.596,1,0,1,33,,
2273,1,0,0.544,1,0,1,22,77.35707762557078,1.0
2215,1,1,0.282,1,0,1,25,20.0,0.0
903,0,0,0.22,1,0,1,36,20.0,0.0
3241,1,0,0.542,1,0,1,53,20.0,0.0
2230,1,0,0.468,1,0,1,53,78.30228310502284,1.0
2204,1,0,0.286,1,0,1,38,20.0,0.0
709,1,0,0.508,1,0,1,28,20.0,0.0
3383,0,1,0.318,1,0,1,65,20.0,0.0
2904,1,0,0.274,1,0,1,62,20.0,0.0
3505,1,0,0.424,1,0,1,35,20.0,0.0
4028,1,0,0.604,1,0,1,31,78.30228310502284,1.0
1860,1,0,0.376,1,0,1,34,20.0,0.0
3437,1,0,0.64,1,0,1,23,79.79360730593608,1.0
4187,1,0,0.366,1,0,1,29,,
1591,1,0,0.284,1,0,0,46,20.0,0.0
3174,1,0,0.424,1,0,0,20,20.0,0.0
3086,1,0,0.488,1,0,1,24,80.96986301369863,1.0
1202,1,0,0.8,1,0,1,48,,
2480,1,0,0.486,1,0,0,37,20.0,0.0
863,1,0,0.398,1,0,1,55,,
876,1,0,0.356,1,0,1,36,20.0,0.0
955,1,0,0.298,1,0,0,26,20.0,0.0
4260,0,0,0.66,1,0,1,44,79.6675799086758,1.0
1947,1,0,0.286,1,0,1,39,20.0,0.0
3219,1,0,0.234,1,0,0,29,20.0,0.0
227,1,0,0.79,1,0,1,27,,
4264,1,0,0.32,1,0,1,43,20.0,0.0
4040,0,1,0.384,1,0,0,31,20.0,0.0
2329,1,0,0.73,1,0,1,42,,
2383,1,0,0.56,1,0,1,41,,
4493,1,0,0.386,1,0,1,27,,
2654,1,1,0.296,1,0,1,29,20.0,0.0
4346,1,0,0.544,1,0,1,32,80.06666666666666,1.0
1914,1,0,0.384,1,0,1,56,61.767522831050236,0.0
307,1,0,0.518,1,0,1,20,80.96986301369863,1.0
1891,1,0,0.202,1,0,0,43,20.0,0.0
3402,1,0,0.362,1,0,1,31,20.0,0.0
4213,1,0,0.338,1,0,1,29,20.0,0.0
3998,1,0,0.612,1,0,1,21,,
4119,1,0,0.502,1,0,1,22,,
1992,1,1,0.286,1,0,1,19,20.0,0.0
4125,0,1,0.348,1,0,1,49,20.0,0.0
587,1,0,0.704,1,0,1,29,84.28858447488585,1.0
4270,1,0,0.466,1,0,1,52,20.0,0.0
4078,1,0,0.246,1,0,1,23,,
1054,1,0,0.354,1,0,1,37,20.0,0.0
3397,1,0,0.306,1,0,1,22,20.0,0.0
2114,1,0,0.698,1,0,1,30,79.58356164383562,1.0
3318,1,0,0.0,0,0,0,26,,
3925,1,0,0.292,1,0,1,42,20.0,0.0
3055,0,0,0.57,1,0,1,78,80.19269406392694,1.0
693,1,0,0.41,1,0,1,43,20.0,0.0
908,1,0,0.822,1,0,1,61,83.11232876712329,1.0
830,1,0,0.728,1,0,1,24,,
585,1,1,0.656,1,0,1,21,,
3865,1,0,0.41,1,0,1,21,72.37233345041564,0.0
3207,1,0,0.654,1,0,1,31,,
3540,1,1,0.304,1,0,1,42,20.0,0.0
3221,1,0,0.28,1,0,1,24,20.0,0.0
2717,1,0,0.332,1,0,1,22,20.0,0.0
992,1,0,0.286,1,0,1,19,20.0,0.0
613,1,0,0.28,1,0,1,32,20.0,0.0
705,1,0,0.286,1,0,1,27,,
770,1,0,0.304,1,0,1,34,20.0,0.0
4228,1,0,0.286,1,0,1,20,20.0,0.0
3724,1,0,0.0,0,0,0,30,,
3358,1,0,0.626,1,0,1,23,77.2730593607306,1.0
1627,0,1,0.546,1,0,1,40,,
3895,1,1,0.278,1,0,1,36,20.0,0.0
2844,1,0,0.29,1,0,1,31,20.0,0.0
3004,1,0,0.478,1,0,1,33,83.42739726027398,1.0
2656,1,0,0.286,1,0,1,23,20.0,0.0
275,1,0,0.298,1,0,1,38,20.0,0.0
2624,1,0,0.578,1,0,1,22,78.55746526066818,1.0
1490,1,0,0.464,1,0,0,33,20.0,0.0
1460,1,0,0.776,1,0,1,23,,
3186,1,1,0.886,1,0,1,47,,
4297,1,0,0.0,0,0,0,26,,
1404,0,1,0.27,1,0,1,23,20.0,0.0
3732,1,0,0.684,1,0,1,26,,
283,1,0,0.594,1,0,1,21,79.87762557077626,1.0
2260,0,0,0.322,1,0,1,33,20.0,0.0
446,0,1,0.54,1,0,1,26,,
3316,1,0,0.452,1,0,1,22,,
3652,1,0,0.642,1,0,1,23,72.08560907350126,0.0
724,1,0,0.334,1,0,1,34,20.0,0.0
1029,1,0,0.472,1,0,1,24,20.0,0.0
1128,1,0,0.468,1,0,1,39,,
1739,1,0,0.482,1,0,1,50,79.31050228310502,1.0
3947,1,0,0.394,1,0,1,47,,
3553,1,0,0.328,1,0,1,24,20.0,0.0
4503,1,0,0.514,1,0,1,31,83.91050228310502,1.0
3416,1,0,0.666,1,0,1,52,80.59178082191781,1.0
2531,1,0,0.264,1,0,1,33,20.0,0.0
1127,1,1,0.558,1,0,1,44,77.924200913242,1.0
3845,1,0,0.286,1,0,1,23,,
861,1,0,0.46,1,0,1,23,20.0,0.0
1051,1,0,0.0,0,0,0,32,,
1640,0,0,0.562,1,0,1,54,,
3032,1,0,0.544,1,0,1,22,77.98721461187215,1.0
3987,1,1,0.694,1,0,1,32,82.44018264840183,1.0
3138,1,0,0.0,0,0,0,28,20.0,0.0
3093,0,0,0.386,1,0,0,73,20.0,0.0
130,1,0,0.506,1,0,1,31,84.14155251141553,1.0
1602,1,0,0.424,1,0,1,41,,
1278,1,0,0.274,1,0,1,39,20.0,0.0
3368,1,0,0.488,1,0,1,48,20.0,0.0
2661,1,0,0.67,1,0,1,22,36.59771689497716,0.0
3615,1,0,0.33,1,0,1,42,75.49521749579428,1.0
2787,0,0,0.468,1,0,1,39,20.0,0.0
1217,1,0,0.462,1,0,1,41,80.04566210045662,1.0
3806,1,0,0.722,1,0,1,51,,
485,1,0,0.312,1,0,1,47,52.07175915176843,0.0
1877,1,0,0.564,1,0,1,43,84.39360730593607,1.0
2768,1,0,0.35,1,0,1,20,,
487,1,0,0.332,1,0,1,33,20.0,0.0
71,1,1,0.532,1,0,0,34,20.0,0.0
2832,1,0,0.33,1,0,0,30,20.0,0.0
732,1,0,0.422,1,0,1,21,77.86118721461187,1.0
4265,1,0,0.618,1,0,1,50,80.86484018264841,1.0
2354,1,0,0.752,1,0,1,49,81.11689497716895,1.0
1871,1,0,0.568,1,0,1,46,,
3063,1,0,0.0,0,0,0,22,,
4506,1,0,0.272,1,0,1,44,20.0,0.0
2657,1,0,0.562,1,0,0,23,,
1412,1,0,0.0,0,0,0,19,,
1885,0,0,0.286,1,0,1,40,53.16202835856766,0.0
2534,1,0,0.318,1,0,1,50,20.0,0.0
3502,0,0,0.0,0,0,0,59,,
4527,0,0,0.0,0,0,0,29,,
1509,1,0,0.0,0,0,0,23,,
242,1,0,0.356,1,0,1,27,,
2590,1,0,0.864,1,0,1,52,81.99908675799087,1.0
3549,1,0,0.368,1,0,1,44,20.0,0.0
3658,1,0,0.41,1,0,1,30,33.53059360730594,0.0
3765,1,0,0.396,1,0,1,41,20.0,0.0
4194,1,0,0.578,1,0,1,46,85.33881278538813,1.0
885,1,0,0.338,1,0,1,49,,
3586,1,0,0.456,1,0,1,23,20.0,0.0
2537,1,0,0.0,0,0,0,41,,
501,1,0,0.286,1,0,1,28,79.05844748858448,1.0
3123,1,0,0.612,1,0,1,22,20.0,0.0
402,0,0,0.594,1,0,1,74,,
3021,1,0,0.0,0,0,0,22,,
2705,1,0,0.0,0,0,0,26,,
2886,1,0,0.0,0,0,0,20,,
2224,1,0,0.0,0,0,0,68,,
2913,1,0,0.272,1,0,1,22,20.0,0.0
1995,0,0,0.376,1,0,1,21,80.59178082191781,1.0
3948,1,0,0.376,1,0,1,29,20.0,0.0
4536,0,0,0.566,1,0,1,70,,
4230,1,1,0.468,1,0,1,22,81.91506849315068,1.0
3211,1,0,0.286,1,0,1,18,20.0,0.0
1998,1,0,0.502,1,0,1,22,,
846,1,0,0.314,1,0,1,25,20.0,0.0
3190,1,0,0.536,1,0,1,25,,
2992,1,0,0.542,1,0,1,45,,
2210,1,0,0.338,1,0,1,28,78.4703196347032,1.0
570,0,0,0.498,1,0,1,60,20.0,0.0
4496,1,0,0.618,1,0,1,28,78.61735159817351,1.0
2356,0,1,0.586,1,0,1,55,78.86940639269406,1.0
14,1,0,0.532,1,0,1,58,80.65479452054795,1.0
1238,1,0,0.556,1,0,1,20,78.9324200913242,1.0
2921,1,0,0.572,1,0,1,30,20.0,0.0
1059,0,0,0.436,1,0,1,59,84.01552511415525,1.0
1501,1,0,0.34,1,0,1,26,82.54520547945205,1.0
3351,1,0,0.29,1,0,1,28,77.462100456621,1.0
2619,1,0,0.354,1,0,1,29,20.0,0.0
764,1,0,0.592,1,0,1,22,,
4190,1,0,0.3,1,0,1,36,20.0,0.0
1912,1,0,0.44,1,0,1,50,,
1285,1,0,0.528,1,0,1,38,,
4401,1,0,0.358,1,0,1,22,79.56255707762557,1.0
4384,0,1,0.286,1,0,1,20,20.0,0.0
657,0,0,0.0,0,0,0,38,,
3098,1,0,0.358,1,0,1,34,,
1270,1,0,0.26,1,0,0,28,20.0,0.0
2118,0,1,0.842,1,0,1,35,,
994,1,0,0.468,1,0,1,40,20.0,0.0
3389,1,0,0.422,1,0,1,28,20.0,0.0
568,1,0,0.286,1,0,1,18,20.0,0.0
2252,0,0,0.0,0,0,0,42,,
2296,1,0,0.806,1,0,1,51,84.43561643835616,1.0
3528,1,0,0.592,1,0,1,21,81.17990867579908,1.0
2044,1,0,0.24,1,0,1,28,20.0,0.0
2946,1,0,0.286,1,0,1,20,20.0,0.0
1569,1,0,0.274,1,0,1,28,20.0,0.0
3092,1,0,0.316,1,0,1,31,20.0,0.0
979,1,1,0.668,1,0,1,35,83.28036529680365,1.0
3657,1,0,0.286,1,0,0,42,20.0,0.0
2474,1,0,0.486,1,0,1,26,82.06210045662101,1.0
3253,1,0,0.524,1,0,1,31,62.34286652869485,0.0
3748,1,0,0.772,1,0,1,31,,
2560,1,0,0.738,1,0,1,31,79.01643835616439,1.0
3507,0,0,0.182,1,0,1,41,20.0,0.0
76,1,0,0.0,0,0,0,26,,
1804,0,0,0.588,1,0,1,66,84.16255707762556,1.0
4208,1,1,0.462,1,0,1,31,20.0,0.0
1444,1,0,0.536,1,0,1,38,20.0,0.0
3418,1,0,0.486,1,0,1,28,20.0,0.0
720,0,0,0.674,1,0,1,21,80.59178082191781,1.0
379,0,0,0.396,1,0,1,41,,
2572,1,0,0.314,1,0,1,30,20.0,0.0
924,1,0,0.322,1,0,1,19,20.0,0.0
3336,0,1,0.478,1,0,0,25,79.42521342068693,1.0
277,1,0,0.41,1,0,1,29,20.0,0.0
2142,1,1,0.352,1,0,1,29,73.28594931855416,0.0
35,0,0,0.634,1,0,1,63,20.0,0.0
2518,1,0,0.0,0,0,0,38,,
1365,1,0,0.322,1,0,1,37,,
1387,1,0,0.312,1,0,1,22,20.0,0.0
228,1,0,0.294,1,0,1,50,20.0,0.0
2663,1,0,0.222,2,0,1,28,20.0,0.0
2841,1,0,0.444,1,0,1,52,20.0,0.0
1226,1,0,0.264,1,0,1,33,20.0,0.0
2664,1,0,0.758,1,0,1,38,,
1374,1,0,0.53,1,0,0,28,20.0,0.0
4109,1,0,0.312,1,0,1,38,20.0,0.0
910,1,0,0.698,1,0,1,46,,
4206,1,0,0.0,0,0,0,32,,
2579,1,0,0.372,1,0,1,44,81.38995433789954,1.0
2783,1,0,0.7,1,0,1,33,,
338,1,0,0.276,1,0,0,32,20.0,0.0
2689,1,1,0.0,0,0,0,50,,
1789,1,0,0.688,1,0,1,34,20.0,0.0
2969,1,0,0.0,0,0,0,27,,
3306,1,0,0.548,1,0,1,37,80.38173515981735,1.0
2121,0,0,0.286,1,0,1,48,,
284,1,1,0.444,1,0,0,59,80.04566210045662,1.0
1097,0,0,0.41,1,0,1,27,20.0,0.0
4467,1,1,0.522,1,0,1,37,79.03744292237442,1.0
1335,1,0,0.356,1,0,1,21,,
3069,1,0,0.778,1,0,1,25,,
4524,1,0,0.5,1,0,1,19,20.0,0.0
3299,1,0,0.586,1,0,1,26,,
1043,1,0,0.324,1,0,1,32,20.0,0.0
2898,1,0,0.518,1,0,1,42,20.0,0.0
3423,1,0,0.312,1,0,1,24,66.49219593192196,0.0
2249,1,0,0.312,1,0,1,52,20.0,0.0
1446,1,0,0.468,1,0,1,47,81.76803652968036,1.0
4418,1,0,0.304,1,0,1,38,20.0,0.0
4134,1,0,0.76,1,0,1,28,82.20913242009132,1.0
4245,1,0,0.0,0,0,0,60,,
3452,1,0,0.292,1,0,1,36,20.0,0.0
2966,1,0,0.286,1,0,1,19,20.0,0.0
1065,1,0,0.312,1,0,0,45,20.0,0.0
1057,1,0,0.306,1,0,1,21,20.0,0.0
3906,1,0,0.87,1,0,1,30,81.72602739726027,1.0
793,1,0,0.554,1,0,1,44,85.21278538812786,1.0
1360,1,0,0.42,1,0,1,22,,
1150,0,0,0.0,0,0,0,27,,
394,1,0,0.772,1,0,1,52,,
207,1,0,0.23,1,0,0,26,20.0,0.0
526,1,0,0.312,1,0,0,26,20.0,0.0
3382,1,0,0.284,1,0,0,38,20.0,0.0
292,1,0,0.454,1,0,0,25,20.0,0.0
4276,1,0,0.346,1,0,1,34,81.8310502283105,1.0
490,1,0,0.286,1,0,1,32,20.0,0.0
529,1,0,0.524,1,0,1,24,78.55433789954338,1.0
3500,0,0,0.0,0,0,0,31,,
1941,1,0,0.63,1,0,1,27,,
445,1,0,0.54,1,0,1,39,20.0,0.0
3516,1,0,0.286,1,0,0,28,20.0,0.0
2817,1,0,0.286,1,0,1,21,20.0,0.0
1621,0,0,0.33,1,0,0,35,20.0,0.0
2149,1,0,0.664,1,0,1,28,81.07488584474886,1.0
2576,1,0,0.0,0,0,0,38,,
56,1,0,0.33,2,0,1,58,20.0,0.0
88,1,0,0.338,1,0,1,29,,
3548,1,0,0.69,1,0,1,46,80.61278538812786,1.0
537,1,0,0.236,1,0,0,34,20.0,0.0
1349,1,0,0.724,1,0,1,29,78.40730593607306,1.0
4289,1,0,0.42,1,0,0,35,20.0,0.0
799,1,0,0.556,1,0,1,24,20.0,0.0
491,1,0,0.45,1,0,1,69,20.0,0.0
3633,1,0,0.804,1,0,1,39,,
3659,1,0,0.306,1,0,1,21,20.0,0.0
3664,1,0,0.596,1,0,1,31,83.0283105022831,1.0
3168,1,0,0.716,1,0,1,46,84.14155251141553,1.0
346,0,1,0.286,1,0,0,23,20.0,0.0
3879,1,0,0.286,1,0,1,41,,
3940,0,0,0.286,1,0,1,28,20.0,0.0
4483,1,0,0.296,1,0,1,27,20.0,0.0
2135,1,0,0.412,1,0,1,43,20.0,0.0
370,1,0,0.538,1,0,1,24,,
3514,1,0,0.288,1,0,1,23,20.0,0.0
2406,1,0,0.428,1,0,1,22,,
4413,1,0,0.576,1,0,1,31,20.0,0.0
1378,1,0,0.64,1,0,1,37,80.88584474885845,1.0
3801,1,1,0.396,1,0,1,23,78.40730593607306,1.0
437,1,0,0.658,1,0,1,35,80.69680365296804,1.0
821,1,0,0.374,1,0,1,21,82.65022831050229,1.0
1027,0,0,0.338,1,0,1,47,20.0,0.0
484,1,0,0.318,1,0,1,45,,
1563,1,1,0.64,1,0,0,58,20.0,0.0
3401,1,0,0.602,1,0,1,51,81.0958904109589,1.0
3523,1,0,0.37,1,0,1,42,20.0,0.0
695,1,0,0.296,1,0,1,52,20.0,0.0
1176,1,0,0.522,1,0,1,24,77.21004566210046,1.0
541,1,0,0.244,1,0,0,34,20.0,0.0
2459,1,0,0.304,1,0,1,34,20.0,0.0
1168,0,0,0.338,1,0,0,24,81.57899543378996,1.0
4251,1,0,0.638,1,0,0,22,82.52420091324201,1.0
761,0,0,0.288,1,0,1,42,20.0,0.0
4204,1,0,0.478,1,0,1,53,,
3267,1,0,0.75,1,0,1,26,80.23470319634703,1.0
1724,1,0,0.842,1,0,1,51,81.91506849315068,1.0
3121,1,0,0.248,1,0,0,33,20.0,0.0
1457,0,0,0.172,1,0,1,29,20.0,0.0
1134,1,0,0.286,1,0,1,53,,
1438,1,0,0.0,0,0,0,32,,
609,1,0,0.306,1,0,1,29,20.0,0.0
4010,1,0,0.332,1,0,1,24,,
2949,1,0,0.0,0,0,0,22,20.0,0.0
628,1,0,0.276,2,0,1,32,20.0,0.0
382,1,0,0.328,1,0,1,25,20.0,0.0
4185,1,0,0.658,1,0,1,25,20.0,0.0
304,1,0,0.458,1,0,1,19,20.0,0.0
2464,1,0,0.374,1,0,1,25,78.99543378995433,1.0
2127,0,0,0.33,1,0,1,18,20.0,0.0
3244,0,1,0.788,1,0,1,39,,
644,1,0,0.468,1,0,1,22,,
975,0,0,0.0,0,0,0,21,,
2718,1,0,0.356,1,0,0,29,20.0,0.0
1952,0,0,0.77,1,0,1,21,,
985,0,0,0.286,1,0,1,19,82.83926940639269,1.0
1068,1,0,0.28,1,0,1,38,20.0,0.0
205,0,0,0.45,1,0,0,24,20.0,0.0
3978,1,0,0.888,1,0,1,59,,
4380,1,0,0.254,1,0,1,48,20.0,0.0
3631,0,0,0.448,1,0,1,61,20.0,0.0
2202,1,0,0.356,1,0,1,30,20.0,0.0
1122,1,0,0.494,1,0,1,19,20.0,0.0
2091,1,0,0.284,1,0,1,47,20.0,0.0
1426,1,0,0.472,1,0,1,37,,
367,1,0,0.548,1,0,1,23,78.55433789954338,1.0
800,0,0,0.286,1,0,1,20,,
1535,1,0,0.196,1,0,1,27,20.0,0.0
2932,1,0,0.336,1,0,1,32,20.0,0.0
3249,1,0,0.304,1,0,1,38,20.0,0.0
1965,1,0,0.68,1,0,1,63,78.57534246575342,1.0
4312,1,0,0.348,1,0,1,28,15.89992975061468,0.0
4169,1,0,0.314,1,0,1,31,20.0,0.0
1592,1,1,0.572,1,0,1,51,20.0,0.0
4523,1,0,0.562,1,0,1,33,20.0,0.0
4389,1,0,0.292,1,0,1,52,20.0,0.0
1149,1,0,0.286,1,0,1,53,20.0,0.0
1075,0,0,0.286,1,0,1,37,20.0,0.0
218,1,0,0.788,1,0,1,27,,
2139,1,0,0.584,1,0,1,40,79.49954337899544,1.0
1822,0,0,0.286,1,0,1,21,,
4458,1,0,0.3,1,0,1,33,20.0,0.0
1180,1,0,0.286,1,0,1,48,82.25114155251141,1.0
4205,1,0,0.298,1,0,1,40,,
4132,1,0,0.838,1,0,1,27,,
3696,0,1,0.342,1,0,1,43,,
1700,1,0,0.448,1,0,1,21,20.0,0.0
2890,1,0,0.378,1,0,0,55,20.0,0.0
435,1,0,0.64,1,0,0,25,81.68401826484018,1.0
2552,1,0,0.284,1,0,1,54,52.54674284665336,0.0
3759,1,0,0.572,1,0,1,29,83.67945205479452,1.0
3371,1,0,0.228,1,0,1,39,20.0,0.0
4479,0,0,0.314,1,0,0,51,20.0,0.0
1599,1,0,0.758,1,0,1,27,82.54520547945205,1.0
132,0,1,0.596,1,0,1,24,80.23470319634703,1.0
516,1,0,0.364,1,0,1,42,77.48471232876713,1.0
1338,1,0,0.0,0,0,0,20,,
315,1,0,0.514,1,0,1,40,20.0,0.0
3774,1,0,0.0,0,0,0,36,,
1560,1,0,0.292,1,0,0,31,20.0,0.0
190,0,0,0.404,1,0,1,40,82.23013698630137,1.0
2741,1,0,0.224,1,0,0,35,20.0,0.0
601,1,0,0.318,1,0,0,32,20.0,0.0
49,1,0,0.534,1,0,1,33,,
989,1,0,0.474,1,0,1,19,,
198,1,0,0.49,1,0,1,42,,
1930,1,0,0.312,1,0,1,26,,
758,1,0,0.342,1,0,1,37,20.0,0.0
3961,1,1,0.394,1,0,0,26,,
1353,1,0,0.258,1,0,1,20,20.0,0.0
1754,1,0,0.212,1,0,0,27,20.0,0.0
2469,1,0,0.864,1,0,1,50,82.6082191780822,1.0
3085,1,0,0.246,1,0,1,39,20.0,0.0
1504,0,0,0.712,1,0,1,21,,
3677,1,0,0.44,1,0,1,39,83.55342465753425,1.0
958,1,1,0.366,1,0,1,57,20.0,0.0
170,1,0,0.554,1,0,1,25,,
3051,1,0,0.336,1,0,0,34,20.0,0.0
1898,1,0,0.414,1,0,1,38,,
4227,1,0,0.442,1,0,1,35,20.0,0.0
4468,1,0,0.396,1,0,1,51,20.0,0.0
2043,1,0,0.538,1,0,1,30,20.0,0.0
4375,0,0,0.298,1,0,0,46,20.0,0.0
689,1,0,0.314,1,0,0,39,20.0,0.0
1123,0,0,0.644,1,0,1,25,20.0,0.0
1239,1,0,0.286,1,0,1,48,20.0,0.0
580,0,0,0.286,1,0,0,54,,
4382,1,0,0.806,1,0,1,28,82.39817351598174,1.0
4084,1,0,0.83,1,0,1,57,20.0,0.0
941,1,0,0.416,1,0,1,49,79.85662100456621,1.0
1748,1,0,0.572,1,0,1,22,20.0,0.0
1508,1,0,0.3,1,0,1,42,20.0,0.0
505,1,0,0.456,1,0,1,33,20.0,0.0
3237,1,0,0.32,1,0,1,38,20.0,0.0
396,1,0,0.352,1,0,1,42,77.35707762557078,1.0
2955,1,0,0.2,1,0,1,57,20.0,0.0
4495,0,0,0.28,1,0,0,41,20.0,0.0
3547,1,0,0.82,1,0,1,23,80.29771689497717,1.0
2940,1,0,0.346,1,0,1,28,20.0,0.0
1259,1,0,0.676,1,0,0,20,80.44474885844748,1.0
269,1,0,0.286,1,0,1,33,20.0,0.0
2308,0,1,0.198,1,0,1,33,20.0,0.0
3674,0,0,0.508,1,0,1,20,78.63835616438357,1.0
3236,1,0,0.0,0,0,0,22,,
2389,1,0,0.682,1,0,1,21,84.79269406392694,1.0
4159,1,0,0.406,1,0,1,26,,
2974,1,0,0.8,1,0,1,56,81.43196347031963,1.0
3908,1,0,0.41,1,0,0,44,20.0,0.0
2869,1,0,0.322,1,0,1,26,,
2570,1,0,0.666,1,0,1,34,,
