,is_employed,self_employed,credit_score,eviction,pets,criminal,age,score,is_good
228,1,0,0.792,1,0,1,60,81.20091324200914,1.0
2708,1,0,0.188,1,0,1,35,20.0,0.0
1403,1,0,0.312,1,0,0,28,20.0,0.0
1723,1,0,0.31,1,0,1,26,20.0,0.0
1597,1,0,0.404,1,0,1,34,,
3893,1,0,0.434,1,0,1,18,77.42009132420091,1.0
2297,1,0,0.606,1,0,1,50,81.34794520547945,1.0
2229,1,0,0.366,1,0,0,46,20.0,0.0
2801,0,1,0.346,1,0,1,31,20.0,0.0
1681,1,0,0.888,1,0,1,50,82.1041095890411,1.0
3132,1,0,0.516,1,0,1,26,20.0,0.0
1374,1,0,0.808,1,0,1,39,,
401,1,0,0.728,1,0,1,45,79.14246575342466,1.0
2217,1,0,0.654,1,0,0,41,,
3669,1,0,0.286,1,0,0,57,20.0,0.0
3823,1,0,0.7,1,0,1,30,,
1929,1,0,0.414,1,0,1,38,20.0,0.0
3301,1,0,0.446,1,0,1,27,,
3182,1,0,0.258,1,0,0,31,20.0,0.0
2261,1,0,0.286,1,0,1,39,20.0,0.0
3381,1,0,0.484,1,0,1,54,20.0,0.0
3239,1,0,0.45,1,0,1,21,20.0,0.0
3012,1,0,0.368,1,0,0,24,20.0,0.0
1083,1,0,0.462,1,0,1,41,80.04566210045662,1.0
2635,1,0,0.674,1,0,1,31,82.2931506849315,1.0
3911,1,0,0.506,1,0,1,33,81.0958904109589,1.0
8,1,0,0.286,1,0,1,43,20.0,0.0
3134,1,0,0.36,1,0,0,32,20.0,0.0
1844,1,0,0.298,1,0,1,27,20.0,0.0
2736,0,0,0.314,1,0,1,49,20.0,0.0
3883,0,1,0.406,1,0,1,28,20.0,0.0
3802,1,0,0.882,1,0,1,32,77.88219178082191,1.0
2891,1,0,0.54,1,0,1,38,20.0,0.0
423,1,0,0.328,1,0,1,32,20.0,0.0
2553,1,0,0.826,1,0,1,31,78.76438356164384,1.0
1647,1,0,0.792,1,0,1,51,83.61643835616438,1.0
3342,1,0,0.334,1,0,1,25,20.0,0.0
539,1,0,0.358,1,0,1,48,20.0,0.0
415,1,1,0.302,1,0,1,23,68.18123883263847,0.0
1496,1,0,0.0,0,0,0,46,81.49497716894977,1.0
2364,1,0,0.286,1,0,1,23,20.0,0.0
123,1,0,0.71,1,0,1,27,79.5324200913242,1.0
3878,1,0,0.286,1,0,1,19,20.0,0.0
1180,1,0,0.58,1,0,1,36,20.0,0.0
2825,1,0,0.8,1,0,1,56,82.02009132420092,1.0
1036,0,0,0.42,1,0,1,50,20.0,0.0
3210,1,0,0.77,1,0,1,26,84.64566210045662,1.0
131,1,0,0.434,1,0,1,30,,
728,1,0,0.312,1,0,1,32,20.0,0.0
3137,1,0,0.286,1,0,1,23,,
1991,1,0,0.882,1,0,1,56,83.46940639269407,1.0
3622,1,1,0.236,1,0,0,31,20.0,0.0
1570,1,1,0.178,1,0,1,23,20.0,0.0
330,0,0,0.396,1,0,1,41,,
1742,1,0,0.68,1,0,1,63,78.57534246575342,1.0
1243,0,1,0.27,1,0,1,23,20.0,0.0
575,1,0,0.406,1,0,1,26,20.0,0.0
2607,1,0,0.302,1,0,0,40,20.0,0.0
3477,0,1,0.508,1,0,1,24,,
999,0,0,0.644,1,0,1,25,20.0,0.0
1527,1,0,0.742,1,0,1,29,80.82283105022832,1.0
3750,1,0,0.274,1,0,1,30,20.0,0.0
3146,1,0,0.286,1,0,0,22,81.81004566210046,1.0
593,1,0,0.658,1,0,1,45,,
2594,1,0,0.342,1,0,1,38,20.0,0.0
1270,1,0,0.286,1,0,0,22,20.0,0.0
3016,0,1,0.318,1,0,1,65,20.0,0.0
370,1,0,0.314,1,0,1,20,20.0,0.0
2880,1,0,0.268,1,0,1,33,,
1957,1,0,0.338,1,0,1,28,78.4703196347032,1.0
1379,1,1,0.28,1,0,1,37,20.0,0.0
1477,0,0,0.306,1,0,1,34,20.0,0.0
3817,0,1,0.136,1,0,1,42,20.0,0.0
1341,1,0,0.286,1,0,0,26,,
674,1,0,0.796,1,0,1,27,,
2314,1,0,0.286,1,0,1,50,75.60964804268637,1.0
2832,0,1,0.282,1,0,1,47,20.0,0.0
2544,1,0,0.54,1,0,1,41,,
3751,0,0,0.488,1,0,0,42,20.0,0.0
2901,0,0,0.36,1,0,1,45,20.0,0.0
2994,1,0,0.544,1,0,1,51,,
2006,1,0,0.444,1,0,0,22,81.85205479452055,1.0
3496,1,0,0.304,1,0,1,23,20.0,0.0
574,0,1,0.286,1,0,1,38,20.0,0.0
1186,1,0,0.286,1,0,1,19,20.0,0.0
2926,1,0,0.848,1,0,1,52,80.29771689497717,1.0
3212,1,0,0.328,1,0,1,31,20.0,0.0
3851,1,0,0.376,1,0,1,27,,
1196,1,0,0.258,1,0,1,20,20.0,0.0
1992,1,0,0.312,1,0,1,52,20.0,0.0
478,1,0,0.286,1,0,1,20,,
3281,1,0,0.37,1,0,1,48,20.0,0.0
3454,0,1,0.82,1,0,1,36,,
2748,1,0,0.246,1,0,1,39,20.0,0.0
353,1,0,0.506,1,0,1,29,,
982,1,0,0.332,1,0,1,23,20.0,0.0
387,1,0,0.284,1,0,0,48,20.0,0.0
2655,0,1,0.552,1,0,1,31,,
679,1,0,0.488,1,0,1,22,,
2184,0,0,0.482,1,0,1,58,77.23105022831051,1.0
1215,1,0,0.53,1,0,0,28,20.0,0.0
3946,0,0,0.25,1,0,1,46,20.0,0.0
933,1,0,0.354,1,0,1,37,20.0,0.0
516,1,0,0.62,1,0,1,46,81.22191780821917,1.0
3608,1,0,0.518,1,0,1,50,80.51872146118723,1.0
144,1,0,0.264,1,0,1,28,20.0,0.0
2721,1,0,0.266,1,0,0,40,20.0,0.0
2101,1,0,0.55,1,0,1,25,,
1310,1,0,0.294,1,0,1,47,20.0,0.0
150,1,1,0.258,1,0,1,36,20.0,0.0
2704,1,0,0.29,1,0,1,27,20.0,0.0
179,1,0,0.49,1,0,1,42,,
655,1,1,0.178,1,0,1,23,20.0,0.0
900,1,0,0.26,1,0,1,46,20.0,0.0
2806,1,0,0.798,1,0,1,58,78.4703196347032,1.0
1708,0,0,0.286,1,0,1,22,,
56,1,0,0.286,1,0,1,30,20.0,0.0
1514,1,0,0.35,1,0,0,29,20.0,0.0
1320,1,0,0.328,1,0,1,48,20.0,0.0
629,1,0,0.308,1,0,0,30,20.0,0.0
2962,1,0,0.484,1,0,1,40,79.33150684931506,1.0
1450,1,0,0.708,1,0,1,26,78.13424657534246,1.0
74,1,0,0.752,1,0,1,50,81.26392694063927,1.0
2243,1,0,0.67,1,0,1,52,79.60456621004566,1.0
1663,1,0,0.198,1,0,1,42,20.0,0.0
1137,1,0,0.654,1,0,1,54,,
457,1,0,0.286,1,0,1,36,,
2713,1,0,0.634,1,0,1,22,,
2177,1,1,0.264,1,0,1,42,20.0,0.0
1731,1,0,0.652,1,0,0,42,81.16774558532347,1.0
271,0,1,0.3,1,0,1,32,77.39908675799087,1.0
2256,1,0,0.338,1,0,1,34,20.0,0.0
2527,1,0,0.672,1,0,1,36,78.57534246575342,1.0
3221,1,0,0.432,1,0,1,22,,
1327,1,0,0.586,1,0,1,24,79.1214611872146,1.0
2404,1,0,0.618,1,0,1,46,80.65479452054795,1.0
1782,1,0,0.522,1,0,1,59,83.3013698630137,1.0
2556,1,0,0.622,1,0,1,23,20.0,0.0
3080,0,0,0.286,1,0,1,32,20.0,0.0
4054,1,0,0.412,1,0,1,30,20.0,0.0
4025,1,0,0.492,1,0,1,22,,
3436,0,0,0.272,1,0,0,42,20.0,0.0
965,0,1,0.844,1,0,1,42,,
2813,1,0,0.474,1,0,1,24,20.0,0.0
681,0,0,0.286,1,0,1,62,,
3876,1,0,0.46,1,0,1,47,78.61735159817351,1.0
1868,0,0,0.564,1,0,1,32,20.0,0.0
2856,1,0,0.404,1,0,1,24,81.85205479452055,1.0
940,1,1,0.286,1,0,1,32,20.0,0.0
1131,1,0,0.33,1,0,1,21,20.0,0.0
101,1,1,0.43,1,0,1,25,83.82648401826484,1.0
335,1,0,0.396,1,0,1,58,,
2268,1,0,0.284,1,0,1,54,52.54674284665336,0.0
2073,1,0,0.286,1,0,1,36,20.0,0.0
3609,1,0,0.274,1,0,1,26,,
3804,1,0,0.336,1,0,1,38,20.0,0.0
1464,1,1,0.29,1,0,1,38,20.0,0.0
1813,1,0,0.24,1,0,1,28,20.0,0.0
1130,0,0,0.356,1,0,1,33,20.0,0.0
2216,0,0,0.548,1,0,1,27,83.70045662100456,1.0
2146,1,0,0.286,1,0,1,35,20.0,0.0
3139,0,1,0.616,1,0,1,24,,
902,1,0,0.286,1,0,1,40,20.0,0.0
1153,1,0,0.634,1,0,1,23,,
3855,1,0,0.7,1,0,1,21,80.38173515981735,1.0
2300,1,0,0.292,1,0,1,38,20.0,0.0
2883,0,0,0.48,1,0,1,25,,
89,1,0,0.42,1,0,1,24,20.0,0.0
2072,1,0,0.414,1,0,1,29,81.38995433789954,1.0
3577,1,0,0.43,1,0,0,52,20.0,0.0
151,1,0,0.46,1,0,1,23,77.7351598173516,1.0
2945,1,0,0.734,1,0,1,42,77.71415525114155,1.0
3396,1,0,0.184,1,0,0,40,20.0,0.0
2427,0,0,0.404,1,0,1,44,81.97808219178083,1.0
1623,1,0,0.516,1,0,0,34,20.0,0.0
2680,1,0,0.626,1,0,1,24,52.107489947522666,0.0
2536,0,0,0.36,1,0,1,28,20.0,0.0
839,1,0,0.396,1,0,1,25,20.0,0.0
4019,1,0,0.718,1,0,1,29,80.19269406392694,1.0
3472,1,0,0.794,1,0,1,29,,
2605,1,0,0.746,1,0,1,28,,
755,1,0,0.82,1,0,1,52,,
2194,1,0,0.34,1,0,1,25,20.0,0.0
3972,1,1,0.27,1,0,1,29,20.0,0.0
12,1,0,0.794,1,0,1,53,80.3607305936073,1.0
444,1,0,0.286,1,0,1,28,79.05844748858448,1.0
86,1,0,0.576,1,0,1,27,80.31872146118721,1.0
683,1,0,0.38,1,0,1,29,78.30228310502284,1.0
59,0,1,0.512,1,0,1,34,54.265419958695695,0.0
1316,1,1,0.128,1,0,1,38,20.0,0.0
2499,1,0,0.51,1,0,1,23,80.29771689497717,1.0
2370,1,0,0.222,2,0,1,28,20.0,0.0
3732,1,0,0.3,1,0,1,36,20.0,0.0
1091,1,0,0.22,1,0,0,50,20.0,0.0
2393,1,0,0.286,1,0,1,33,,
1485,1,0,0.378,1,0,1,43,20.0,0.0
459,1,0,0.572,1,0,1,20,,
925,1,0,0.87,1,0,1,50,81.20091324200914,1.0
2573,1,0,0.272,1,0,1,49,20.0,0.0
560,1,0,0.726,1,0,0,25,,
111,1,0,0.418,1,0,1,33,20.0,0.0
1547,1,0,0.396,1,0,1,21,58.59129283000453,0.0
1423,0,0,0.254,1,0,1,36,20.0,0.0
2651,1,0,0.334,1,0,1,34,78.13424657534246,1.0
159,1,0,0.784,1,0,1,48,,
1222,1,0,0.286,1,0,1,22,20.0,0.0
3444,1,0,0.41,1,0,1,21,72.37233345041564,0.0
1509,1,0,0.362,1,0,1,32,20.0,0.0
2898,1,1,0.424,1,0,1,26,81.49497716894977,1.0
1020,1,0,0.2,1,0,1,36,20.0,0.0
2164,1,0,0.286,1,0,1,47,20.0,0.0
1015,1,0,0.328,1,0,1,26,20.0,0.0
3612,1,0,0.286,1,0,0,26,20.0,0.0
2596,1,0,0.742,1,0,1,48,,
1305,1,0,0.514,1,0,1,45,20.0,0.0
2742,0,1,0.294,1,0,1,35,20.0,0.0
3671,1,0,0.526,1,0,1,38,79.47853881278539,1.0
2399,0,1,0.482,1,0,1,32,20.0,0.0
3043,1,0,0.524,1,0,1,29,20.0,0.0
2648,1,0,0.168,1,0,1,34,20.0,0.0
2712,1,0,0.398,1,0,1,30,20.0,0.0
2641,1,0,0.374,1,0,1,25,57.11353040134584,0.0
3021,1,0,0.422,1,0,1,28,20.0,0.0
2307,1,0,0.306,1,0,1,26,20.0,0.0
2116,1,0,0.416,1,0,1,35,20.0,0.0
3570,1,0,0.542,1,0,1,24,,
2599,1,0,0.222,1,0,1,24,20.0,0.0
1511,1,0,0.316,1,0,1,24,20.0,0.0
2324,1,0,0.632,1,0,1,32,20.0,0.0
310,1,0,0.264,1,0,1,37,20.0,0.0
2565,0,1,0.264,1,0,1,23,20.0,0.0
1495,1,1,0.286,1,0,1,24,,
1342,1,0,0.324,1,0,1,44,20.0,0.0
3590,1,0,0.824,1,0,1,50,64.52573280306378,0.0
4011,1,0,0.272,1,0,1,44,20.0,0.0
3973,1,0,0.54,1,0,1,21,,
3637,1,0,0.9,1,0,1,61,77.98721461187215,1.0
2688,1,0,0.464,1,0,1,37,20.0,0.0
3513,1,0,0.286,1,0,1,22,20.0,0.0
264,1,0,0.0,0,0,0,42,20.0,0.0
3981,1,0,0.396,1,0,1,51,20.0,0.0
775,1,0,0.428,1,0,1,35,77.23105022831051,1.0
3038,1,0,0.294,1,0,0,26,20.0,0.0
2693,0,1,0.782,1,0,1,55,44.570173904595364,0.0
349,1,0,0.328,1,0,1,23,20.0,0.0
2915,1,0,0.286,1,0,1,26,74.46447983715684,1.0
3568,0,1,0.264,1,0,1,23,20.0,0.0
2040,1,0,0.326,1,0,0,24,20.0,0.0
2371,1,0,0.296,1,0,0,25,20.0,0.0
2775,1,0,0.634,1,0,1,60,20.0,0.0
3844,1,0,0.242,1,0,0,35,20.0,0.0
316,1,0,0.316,1,0,1,33,20.0,0.0
1397,1,0,0.336,1,0,0,25,42.721063822370944,0.0
1191,1,0,0.714,1,0,1,67,,
1822,1,0,0.48,1,0,1,21,80.67579908675799,1.0
758,1,0,0.47,1,0,1,23,20.0,0.0
240,0,1,0.286,1,0,1,59,20.0,0.0
1432,1,0,0.384,1,0,0,32,20.0,0.0
69,1,0,0.614,1,0,1,19,,
1508,1,0,0.554,1,0,1,22,,
2946,1,0,0.258,1,0,1,23,20.0,0.0
2433,1,1,0.338,1,0,1,34,,
2848,0,1,0.6,1,0,1,53,81.34794520547945,1.0
3649,1,0,0.356,1,0,1,35,78.15525114155251,1.0
3660,1,0,0.312,1,0,1,38,20.0,0.0
661,0,0,0.54,1,0,1,48,20.0,0.0
1468,1,0,0.274,1,0,1,41,20.0,0.0
3310,1,0,0.396,1,0,1,52,78.84840182648402,1.0
226,0,0,0.512,1,0,1,21,82.2931506849315,1.0
1011,1,0,0.658,1,0,0,27,,
3197,1,1,0.244,1,0,1,40,20.0,0.0
274,1,0,0.466,1,0,1,27,81.81004566210046,1.0
2051,1,0,0.38,1,0,1,59,20.0,0.0
3479,1,0,0.504,1,0,1,25,20.0,0.0
1925,1,0,0.9,1,0,1,52,81.93607305936074,1.0
1540,1,0,0.286,1,0,1,46,20.0,0.0
3315,1,0,0.474,1,0,1,38,20.0,0.0
3658,1,0,0.362,1,0,1,43,83.91050228310502,1.0
1105,0,1,0.36,1,0,1,24,20.0,0.0
1247,1,0,0.482,1,0,0,28,20.0,0.0
653,1,0,0.246,1,0,1,33,20.0,0.0
851,1,0,0.286,1,0,0,37,20.0,0.0
589,1,0,0.282,1,0,1,26,20.0,0.0
2788,1,0,0.334,1,0,1,29,,
1377,0,0,0.354,1,0,0,29,20.0,0.0
2631,0,0,0.37,1,0,1,31,20.0,0.0
408,1,0,0.354,1,0,1,31,78.02922374429224,1.0
2587,0,1,0.798,1,0,1,63,,
3369,0,1,0.306,1,0,1,55,20.0,0.0
3250,1,0,0.642,1,0,1,23,72.08560907350126,0.0
227,1,0,0.5,1,0,1,24,77.10502283105023,1.0
831,1,0,0.31,1,0,1,36,20.0,0.0
447,1,0,0.448,1,0,1,19,80.1716894977169,1.0
2733,1,0,0.778,1,0,1,25,,
3366,1,0,0.812,1,0,1,29,54.640639269406385,0.0
409,1,0,0.828,1,0,1,50,65.61485981115312,0.0
641,0,0,0.28,1,0,1,58,20.0,0.0
378,1,0,0.244,1,0,1,26,69.56592713917014,0.0
3846,1,0,0.76,1,0,1,48,,
3198,1,0,0.386,1,0,1,59,20.0,0.0
2724,1,0,0.656,1,0,1,26,20.0,0.0
3093,1,0,0.3,1,0,1,25,20.0,0.0
1671,1,0,0.546,1,0,1,33,,
3731,1,0,0.272,1,0,0,25,20.0,0.0
945,1,0,0.62,1,0,1,44,,
2380,1,0,0.262,1,0,1,38,20.0,0.0
2859,1,0,0.758,1,0,1,29,80.29771689497717,1.0
883,0,0,0.438,1,0,1,32,20.0,0.0
1462,1,0,0.334,1,0,1,27,20.0,0.0
3351,1,0,0.41,1,0,1,35,78.59634703196348,1.0
3957,1,0,0.284,1,0,1,42,20.0,0.0
3558,0,0,0.0,0,0,0,27,81.5579908675799,1.0
2694,1,0,0.432,1,0,1,47,,
1701,1,0,0.38,1,0,1,31,20.0,0.0
3394,0,1,0.286,1,0,1,27,,
3171,1,0,0.462,1,0,1,33,20.0,0.0
198,1,0,0.674,1,0,0,29,,
2720,0,0,0.57,1,0,1,78,80.19269406392694,1.0
563,1,0,0.612,1,0,1,20,80.20287502113986,1.0
1800,0,0,0.3,1,0,1,53,20.0,0.0
620,1,0,0.224,1,0,1,22,20.0,0.0
2790,0,0,0.388,1,0,1,63,20.0,0.0
133,1,0,0.28,1,0,1,48,20.0,0.0
2114,0,0,0.286,1,0,1,50,70.9071377072819,0.0
212,1,0,0.404,1,0,1,34,,
2824,1,0,0.716,1,0,1,46,84.14155251141553,1.0
3836,1,0,0.602,1,0,1,52,67.01816824727784,0.0
2568,1,0,0.306,1,0,1,33,,
1346,1,0,0.206,1,0,1,23,20.0,0.0
3741,1,0,0.466,1,0,1,23,78.89041095890411,1.0
2515,1,0,0.712,1,0,0,43,20.0,0.0
4013,1,0,0.376,1,0,0,23,20.0,0.0
2355,1,0,0.398,1,0,1,23,77.67214611872146,1.0
2089,1,0,0.204,1,0,1,33,20.0,0.0
3543,1,0,0.38,1,0,1,26,56.84980681419038,0.0
1738,0,0,0.63,1,0,1,26,,
213,0,0,0.286,1,0,1,21,20.0,0.0
1165,1,0,0.552,1,0,1,28,,
3862,1,0,0.286,1,0,1,21,20.0,0.0
2624,1,0,0.286,1,0,1,20,20.0,0.0
812,1,0,0.206,1,0,0,30,20.0,0.0
2917,1,0,0.286,1,0,1,35,83.59543378995434,1.0
241,1,1,0.452,1,0,1,22,,
3850,0,1,0.49,1,0,1,28,20.0,0.0
2376,1,0,0.35,1,0,1,37,20.0,0.0
1654,0,0,0.408,1,0,0,40,,
3586,1,0,0.886,1,0,1,61,82.44018264840183,1.0
955,1,0,0.528,1,0,1,21,79.68858447488584,1.0
1084,1,0,0.594,1,0,1,48,73.22152819138375,0.0
3866,1,0,0.798,1,0,1,30,77.2730593607306,1.0
3783,1,0,0.638,1,0,0,22,82.52420091324201,1.0
1100,0,1,0.54,1,0,1,61,20.0,0.0
1068,1,0,0.204,1,0,1,28,20.0,0.0
4063,1,0,0.586,1,0,1,30,81.24292237442923,1.0
1071,1,1,0.372,1,0,1,34,20.0,0.0
3213,1,0,0.286,1,0,1,20,20.0,0.0
2432,1,0,0.336,1,0,1,40,63.63459575611066,0.0
1289,0,0,0.428,1,0,0,42,20.0,0.0
536,1,0,0.31,1,0,1,28,20.0,0.0
3130,1,0,0.286,1,0,0,28,20.0,0.0
3406,1,0,0.51,1,0,0,31,20.0,0.0
1005,1,0,0.44,1,0,1,22,43.5910197869102,0.0
2253,1,0,0.32,1,0,1,31,20.0,0.0
957,1,0,0.458,1,0,1,29,83.25936073059361,1.0
854,1,0,0.346,1,0,1,42,78.95502283105023,1.0
3075,1,0,0.266,1,0,1,44,20.0,0.0
2189,1,0,0.396,1,0,1,41,83.09132420091325,1.0
3588,1,0,0.308,1,0,1,34,20.0,0.0
3535,1,0,0.358,1,0,1,40,77.94520547945206,1.0
2332,1,0,0.7,1,0,1,32,20.0,0.0
3279,1,0,0.734,1,0,1,28,20.0,0.0
1120,1,0,0.272,1,0,0,35,20.0,0.0
3948,1,0,0.362,1,0,1,32,78.74337899543379,1.0
1366,1,0,0.356,1,0,1,60,65.26804057057421,0.0
1626,1,0,0.584,1,0,1,22,78.86940639269406,1.0
2887,1,0,0.468,1,0,1,61,78.84840182648402,1.0
1076,1,0,0.366,1,0,1,39,20.0,0.0
73,1,0,0.388,1,0,1,32,,
3861,0,1,0.75,1,0,1,30,,
2130,1,0,0.436,1,0,1,41,80.21369863013699,1.0
172,1,0,0.512,1,0,1,53,20.0,0.0
3635,0,0,0.196,1,0,1,39,20.0,0.0
724,1,0,0.644,1,0,1,21,78.17625570776255,1.0
3255,1,0,0.286,1,0,0,42,20.0,0.0
3926,1,0,0.326,1,0,1,28,20.0,0.0
1093,1,0,0.53,1,0,1,38,20.0,0.0
3186,1,0,0.332,1,0,1,48,63.794390084801044,0.0
4036,1,0,0.388,1,0,1,32,20.0,0.0
3117,1,0,0.378,1,0,0,22,,
865,1,0,0.254,1,0,1,56,82.14611872146119,1.0
2311,1,0,0.86,1,0,1,45,20.0,0.0
3655,1,0,0.384,1,0,1,29,20.0,0.0
2921,1,1,0.286,1,0,1,48,,
1682,0,0,0.39,1,0,1,53,20.0,0.0
1561,1,0,0.572,1,0,1,21,,
3927,1,0,0.462,1,0,1,25,69.63114635904832,0.0
1489,1,0,0.376,1,0,1,41,20.0,0.0
2047,1,0,0.308,1,0,1,34,20.0,0.0
1381,1,0,0.49,1,0,0,42,20.0,0.0
2213,1,0,0.4,1,0,1,29,78.86940639269406,1.0
188,1,0,0.23,1,0,0,26,20.0,0.0
297,1,0,0.276,1,0,0,32,20.0,0.0
137,1,0,0.33,1,0,0,23,20.0,0.0
208,1,0,0.286,1,0,1,31,20.0,0.0
1771,1,0,0.336,1,0,1,26,20.0,0.0
809,1,0,0.272,1,0,0,32,20.0,0.0
3079,0,1,0.548,1,0,0,35,76.04223231234928,1.0
540,0,1,0.498,1,0,1,29,,
2478,1,0,0.536,1,0,1,35,82.12511415525114,1.0
3384,1,0,0.264,1,0,1,32,20.0,0.0
2037,1,0,0.484,1,0,1,22,66.51754649738278,0.0
1249,1,0,0.512,1,0,0,29,81.41095890410959,1.0
2235,1,0,0.286,1,0,1,21,20.0,0.0
143,1,0,0.734,1,0,1,23,,
2933,1,0,0.376,1,0,0,29,,
4003,1,0,0.848,1,0,1,38,77.94520547945206,1.0
3322,1,1,0.284,1,0,1,35,,
1987,0,0,0.554,1,0,1,31,20.0,0.0
1445,1,0,0.314,1,0,1,26,20.0,0.0
2627,1,0,0.0,0,0,0,22,20.0,0.0
3260,1,0,0.486,1,0,1,37,78.33593345548672,1.0
2258,1,0,0.292,1,0,1,39,59.060827062833624,0.0
75,0,1,0.286,1,0,1,20,,
270,1,0,0.518,1,0,1,20,80.96986301369863,1.0
438,1,0,0.564,1,0,0,32,20.0,0.0
583,1,0,0.37,1,0,1,42,20.0,0.0
1757,1,0,0.3,1,0,1,22,20.0,0.0
1219,1,0,0.64,1,0,1,37,80.88584474885845,1.0
1894,0,1,0.364,1,0,0,25,20.0,0.0
1410,1,0,0.694,1,0,1,25,81.51598173515981,1.0
2601,0,1,0.354,1,0,0,55,20.0,0.0
3828,1,0,0.26,1,0,1,28,20.0,0.0
